paper,arm,model,cohort,subgroup,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
p2,clean_ordinary,P2_Integrated,validation,condition=Cond2,172,7.346492910903069,2.710441460519498,2.0508863873690117,0.9185223059254578,0.026341298210777107,2.634129821077711,1.2204995557428535,0.22049955574285335,False
p2,clean_ordinary,P2_Integrated,validation,condition=Cond3,67,6.70993672363997,2.5903545555850016,2.025359752395761,0.5941119822862436,0.01348108945711171,1.348108945711171,1.220746504447226,0.22074650444722635,False
p2,clean_ordinary,P2_Integrated,validation,route=123,67,6.70993672363997,2.5903545555850016,2.025359752395761,0.5941119822862436,0.01348108945711171,1.348108945711171,1.220746504447226,0.22074650444722635,False
p2,clean_ordinary,P2_Integrated,validation,route=456,357,6.849796422776023,2.617211573942012,1.961822419947288,0.9149427437760818,0.02633302290017086,2.633302290017086,1.2098095173906145,0.20980951739061438,False
p2,clean_ordinary,P2_KNN,test,all,424,11.471022391472408,3.386889781417814,2.5074572405660374,0.986873069682451,0.030172770725334284,3.0172770725334286,1.2787867940078625,0.2787867940078626,False
p2,clean_ordinary,P2_KNN,test,STAGE=A,238,9.205203589361664,3.034007842666473,2.276510609243697,0.993395215386562,0.026343739549781295,2.6343739549781295,1.245511808532288,0.24551180853228785,False
p2,clean_ordinary,P2_KNN,test,STAGE=B,186,14.370295912452821,3.790817314571202,2.802969596774193,0.8025215611984392,0.035072283734912835,3.5072283734912837,1.3213644635948882,0.32136446359488835,False
p2,clean_ordinary,P2_KNN,test,condition=Cond1,165,8.657450280739091,2.9423545470828447,2.2052678181818184,0.7899883477047657,0.03096124551849464,3.096124551849464,1.2426602701736997,0.24266027017369973,False
p2,clean_ordinary,P2_KNN,test,condition=Cond2,186,14.370295912452821,3.790817314571202,2.802969596774193,0.8025215611984392,0.035072283734912835,3.5072283734912837,1.3213644635948882,0.32136446359488835,False
p2,clean_ordinary,P2_KNN,test,condition=Cond3,73,10.443276136248295,3.2316058138715333,2.4375388356164382,0.2768572619517792,0.0159069109903607,1.5906910990360699,1.251957066466083,0.25195706646608296,False
p2,clean_ordinary,P2_KNN,test,route=123,73,10.443276136248295,3.2316058138715333,2.4375388356164382,0.2768572619517792,0.0159069109903607,1.5906910990360699,1.251957066466083,0.25195706646608296,False
p2,clean_ordinary,P2_KNN,test,route=456,351,11.684770188142947,3.4182993122520657,2.521998675213675,0.8502232689394656,0.03313974440240856,3.3139744402408557,1.284366765832791,0.28436676583279114,False
p2,clean_ordinary,P2_KNN,validation,all,424,11.765798032434727,3.430130906020166,2.5531878183962267,0.9856989180098311,0.031800843498472,3.1800843498472,1.2916606031170579,0.29166060311705805,False
p2,clean_ordinary,P2_KNN,validation,STAGE=A,252,9.581838592785715,3.0954545050421456,2.366882976190477,0.9923174362438286,0.02854078322405734,2.854078322405734,1.2583151935979533,0.25831519359795346,False
p2,clean_ordinary,P2_KNN,validation,STAGE=B,172,14.965552560292583,3.8685336447150855,2.8261460755813945,0.834021657959497,0.03657721087726558,3.657721087726558,1.3405155054357463,0.3405155054357461,False
p2,clean_ordinary,P2_KNN,validation,condition=Cond1,185,9.664571585608785,3.108789408372459,2.378093432432433,0.7899925494326161,0.0332489000562975,3.32489000562975,1.256203774658434,0.25620377465843397,False
p2,clean_ordinary,P2_KNN,validation,condition=Cond2,172,14.965552560292583,3.8685336447150855,2.8261460755813945,0.834021657959497,0.03657721087726558,3.657721087726558,1.3405155054357463,0.3405155054357461,False
