split,model,repeat,stage,n_v2,mse_v2,rmse_v2,mae_v2,r2_v2,relative_error_v2,mape_percent_v2,s_score_literal_mean_v2,s_score_minus_one_mean_v2,s_score_overflow,n_v1,mse_v1,rmse_v1,mae_v1,r2_v1,relative_error_v1,mape_percent_v1,s_score_literal_mean_v1,s_score_minus_one_mean_v1,mse_reduction_percent
test,P1_RF,0,A,238,62.2984847027958,7.892938914168524,4.728559574188244,0.9553004918130152,0.05804003521789704,5.804003521789704,4.272895933792795,3.2728959337927948,False,238,62.29848470279576,7.892938914168521,4.7285595741882425,0.9553004918130152,0.058040035217897024,5.804003521789703,4.272895933792788,3.2728959337927876,-6.661338147750939e-14
test,P1_RF,0,B,186,21.667403642868546,4.654825844526146,3.542926936920718,0.7022437763046322,0.04480144200856177,4.480144200856177,1.4254733441410101,0.42547334414100996,False,186,21.66740364286855,4.654825844526147,3.542926936920719,0.7022437763046321,0.04480144200856179,4.480144200856179,1.4254733441410101,0.42547334414101007,1.1102230246251565e-14
test,P2_Bagging,0,all,424,7.1702106761961035,2.6777249067438023,1.9463973862235158,0.9917947282555614,0.022922408162980457,2.2922408162980457,1.2034739237301864,0.20347392373018638,False,424,8.042517494755117,2.835933266978459,2.091885326013962,0.990796498940687,0.024582492433629487,2.458249243362949,1.2202396419143626,0.22023964191436282,10.846191122716032
test,P2_Bagging,0,A,238,7.383692157013838,2.717295007358207,1.9681724388550972,0.994702159938606,0.022358161769544794,2.2358161769544793,1.2095379590281752,0.20953795902817504,False,238,8.270685908343065,2.875880023287318,2.123189472483471,0.9940657370041077,0.024119099607452024,2.4119099607452026,1.225358147603189,0.22535814760318915,10.724548860384974
test,P2_Bagging,0,B,186,6.8970462007411495,2.6262228010473807,1.918534684469127,0.9052199116592777,0.023644400859957285,2.3644400859957284,1.1957145667359856,0.19571456673598583,False,186,7.7505600623146265,2.7839827697589343,2.05182948268201,0.8934908153410202,0.025175435942394204,2.51754359423942,1.2136901561404885,0.21369015614048836,11.012286269781946
test,P2_Integrated,0,all,424,7.074313480095851,2.6597581619568067,1.950217532266137,0.9919044687623703,0.02295826964799789,2.2958269647997893,1.204633287759891,0.204633287759891,False,424,8.00582199024939,2.8294561297622884,2.095700270519018,0.990838491651901,0.024650515023949524,2.4650515023949526,1.2222342121680512,0.22223421216805136,11.635388736947426
test,P2_Integrated,0,A,238,7.2977864523221285,2.701441550787677,1.9886745999716204,0.9947637977580248,0.022602637484776485,2.2602637484776484,1.2115744723262263,0.21157447232622645,False,238,8.01301575274046,2.83072707139711,2.1110318768015115,0.9942506167693997,0.023977260059433198,2.3977260059433196,1.2243679086442718,0.22436790864427164,8.925844182619036
test,P2_Integrated,0,B,186,6.7883641930536305,2.6054489427071164,1.9010090262773995,0.906713433667085,0.023413325856851092,2.3413325856851093,1.1957515569707091,0.19575155697070912,False,186,7.996617068352219,2.827829038034693,2.076082408716688,0.8901094685890454,0.025511991806502682,2.551199180650268,1.219503998397404,0.21950399839740395,15.109550263203497
test,P2_KNN,0,all,424,11.471022391472408,3.386889781417814,2.5074572405660374,0.986873069682451,0.030172770725334284,3.0172770725334286,1.2787867940078625,0.2787867940078626,False,424,16.49239315816468,4.061082756872197,3.0801901061320756,0.9811268352228314,0.037792893594330024,3.7792893594330024,1.3580043842861127,0.3580043842861129,30.44658660836258
test,P2_KNN,0,A,238,9.205203589361664,3.034007842666473,2.276510609243697,0.993395215386562,0.026343739549781295,2.6343739549781295,1.245511808532288,0.24551180853228785,False,238,11.009702818687497,3.318087222887231,2.5178867016806716,0.99210047718451,0.03022165301581866,3.022165301581866,1.2766686512127132,0.27666865121271356,16.390081176968163
